ROI	N51211	N51221	N51231	N51383	N51386	N51404	N51406	N51193	N51136	N51201	N51234	N51241	N51252	N51282	N51390	N51392	N51393	N51133	N51388	N51124	N51130	N51131	N51164	N51182	N51151	N51622	N51620	N51617
0	1676.63122437	1681.62480354	1676.29132025	1677.26794148	1676.77530512	1682.78260715	1681.39703617	1662.53293985	1673.36228842	1683.78335275	1683.92427238	1677.55560385	1672.99393418	1664.77517569	1679.64028257	1678.77163871	1670.96598934	1669.47510299	1675.07811377	1665.16482593	1674.53306928	1683.35942926	1672.51011569	1680.14939006	1671.36894958	1671.24067446	1675.17777239	1674.55137053
1	0.98926573	1.05282098	0.98826748	1.06446723	1.08376673	1.12136748	1.05714673	0.78562274	1.01721673	0.95282961	1.05232186	1.05115723	0.93236548	0.96048286	1.11704173	1.08859161	1.02902936	1.01239186	1.10289986	1.03834636	1.05731311	1.01106086	1.04633236	0.88228661	1.10539548	1.00690148	1.07927461	0.87513249
2	0.47000937	0.46884474	0.47150674	0.44139287	0.49979049	0.50977299	0.46019324	0.37517562	0.44971162	0.42059599	0.48198837	0.40345937	0.43174312	0.43956274	0.48315299	0.45070987	0.43390599	0.46701462	0.45703212	0.42908112	0.46684824	0.40528949	0.46668187	0.40978162	0.44106012	0.37833674	0.45586749	0.38981662
3	0.95449336	0.94184886	0.86914299	0.94134973	0.93552661	1.02287348	0.89809224	0.72705874	0.85383649	0.83919549	0.88894161	0.81274186	0.80841611	0.86498361	0.87064036	0.93336373	0.91406424	0.90807474	0.92105199	0.97728673	1.00856523	0.94517636	0.90574549	0.80558774	0.98427448	0.90108699	1.01555298	0.76000099
4	0.34406349	0.2921545	0.295482	0.30263612	0.30429987	0.30047325	0.30579725	0.27518425	0.30529812	0.29631387	0.30879199	0.21528925	0.29265362	0.32426487	0.31910724	0.295482	0.3028025	0.34456262	0.29049075	0.31411599	0.28233837	0.29831037	0.29564837	0.27601612	0.3028025	0.2548865	0.25871312	0.2748515
5	0.259545	0.21345912	0.23675162	0.23725075	0.26570087	0.26852925	0.27035937	0.21595475	0.23591975	0.21978137	0.26253975	0.24190925	0.22843287	0.21845037	0.20347662	0.21662025	0.22710187	0.2389145	0.2242735	0.23808262	0.24190925	0.23458875	0.23325775	0.2216115	0.28782875	0.2535555	0.3014715	0.23991275
6	0.17336275	0.16936975	0.175692	0.157058	0.18617362	0.16404575	0.1697025	0.1870055	0.17752212	0.17486012	0.17818762	0.17652387	0.15339775	0.16537675	0.17386187	0.15739075	0.17918587	0.16188287	0.17070075	0.17935225	0.17718937	0.157058	0.17186537	0.14990387	0.17402825	0.16088462	0.1670405	0.15972
7	0.91173499	0.87163861	0.93868773	0.86498361	1.06696286	0.91273324	0.92404673	0.91356511	0.93752311	0.86115699	0.95865273	0.77131449	0.83786449	0.91406424	0.90092061	0.87979099	0.91606074	0.84435311	0.83370511	0.95199773	0.98144611	0.90391536	0.96231298	0.83254049	1.03801361	0.89859136	0.94284711	0.87746174
8	1.54678835	1.51218235	1.62149072	1.17543936	1.49770773	1.12219936	1.59536985	1.74427547	1.5551071	1.7114996	1.84177122	1.66191985	1.59986197	1.70467822	1.63646447	1.52016835	1.63080772	1.57257647	1.64311947	1.66973947	1.62398635	1.6016921	1.63812822	1.56093022	1.58755022	1.4053696	1.50569373	1.52149935
9	1.14332898	1.16229573	1.08875798	1.27543073	1.19207686	1.37592123	1.18642011	1.05099086	1.2722696	1.14515911	1.11371423	1.07561436	1.13550936	1.05847773	1.22219073	1.10606098	1.23649898	1.08110473	1.2516391	1.07727811	1.14698923	1.13417836	1.08210298	1.08726061	1.16728698	1.08925711	1.15946736	0.83819724
10	0.72672599	0.70077149	0.70293436	0.78895024	0.73288186	0.70493086	0.65734761	0.77297824	0.76316211	0.83187499	0.78029874	0.76515861	0.73720761	0.72057011	0.75184861	0.80325849	0.79444061	0.74186611	0.70942299	0.80092924	0.74219886	0.78113061	0.76549136	0.73221636	0.72472949	0.76765424	0.68380124	0.69128811
11	0.77081536	0.74552636	0.80359124	0.80891524	0.79477336	0.73271549	0.72323211	0.78362624	0.80442311	0.82122699	0.81889774	0.82788199	0.82638461	0.79460699	0.85433561	0.86997486	0.84967711	0.81573661	0.85982599	0.89709399	0.79044761	0.79993099	0.77214636	0.70193611	0.72572774	0.75467699	0.68912524	0.75317961
12	0.66666461	0.65102536	0.70542999	0.76416036	0.72905524	0.73155086	0.68979074	0.75600799	0.75933549	0.81290824	0.76449311	0.74486086	0.71208499	0.68662961	0.70609549	0.75184861	0.78462449	0.72789061	0.71424786	0.83536886	0.67930911	0.78612186	0.70060511	0.75334599	0.68479949	0.69345099	0.63688349	0.69295186
13	0.28117375	0.27252225	0.28100737	0.2894925	0.27052575	0.27584975	0.25671662	0.32027187	0.28117375	0.31677799	0.25987775	0.227601	0.275517	0.25655025	0.28866062	0.26137512	0.27135762	0.27069212	0.28450125	0.29831037	0.24407212	0.28533312	0.26253975	0.27518425	0.28450125	0.24656775	0.25638387	0.33524562
14	0.47982549	0.51143674	0.49529837	0.45686574	0.45936137	0.48747874	0.52707599	0.48564862	0.50112149	0.50295162	0.63605161	0.48298662	0.49529837	0.55286412	0.52607774	0.52607774	0.54903749	0.53539474	0.58214612	0.57599024	0.52391487	0.48531587	0.51343324	0.45686574	0.48099012	0.52075374	0.50245249	0.48232112
15	3.53929532	3.56025857	3.52448794	3.59569644	3.48123044	3.75558281	3.51866482	3.72064406	3.75258806	3.54927782	3.69119569	3.42599394	3.85840256	3.71914669	3.63462819	3.41567869	3.80998744	3.94641494	3.98052181	3.82562669	3.38855957	3.56391882	3.69152844	3.40436519	3.61815707	3.48672082	3.98767594	3.3597767
16	3.29755245	3.50452294	3.29605507	3.54944419	3.36393607	3.28424245	3.41967169	3.66923419	3.44496069	3.84126594	3.42383107	3.45777157	3.28158045	3.33798157	3.53996082	3.59486457	3.72264056	3.35744745	3.53996082	3.38639669	3.65891894	3.55942669	3.38340195	3.62031994	3.43214982	3.38073995	3.27442632	3.38556482
17	1.42633285	1.55993197	1.42550098	1.49155185	1.46160435	1.5830581	1.51501073	1.71233147	1.53530848	1.54695472	1.57923147	1.32301398	1.54262897	1.41701585	1.60851347	1.61134185	1.51900373	1.54828572	1.60851347	1.48972173	1.5051946	1.53297923	1.5577691	1.55394247	1.54928397	1.36909985	1.48339948	1.44247123
18	0.1204555	0.1138005	0.12594587	0.10365162	0.12760962	0.10065687	0.11330137	0.11014025	0.118459	0.10880925	0.1177935	0.1018215	0.12095462	0.111804	0.11396687	0.10281975	0.11030662	0.11230312	0.10614725	0.14158512	0.115797	0.11429962	0.11795987	0.11746075	0.11413325	0.101156	0.10598087	0.1191245
19	3.82379656	4.03625743	3.98501394	3.89833256	3.90764956	4.09665156	3.94175644	3.86738681	4.34638043	4.11095981	4.30977793	3.86921694	4.04091593	4.10031181	4.13857806	4.13325406	4.05489143	4.39396368	4.3485433	4.61707255	4.3425538	3.95623106	4.12626631	3.91230806	4.11645018	3.78020631	4.04407706	3.71831481
20	3.43996944	3.52631807	3.60018857	3.44728994	3.49254394	3.55260532	3.3531217	3.46559119	3.72114319	3.70167731	3.67755294	3.58687857	3.61532869	3.60551257	3.67505732	3.51916394	3.55643194	3.81148481	3.81847256	4.28398981	3.49337582	3.48655444	3.48921644	3.48156319	3.61682607	3.17127382	3.49487319	3.18458382
21	0.64486949	0.68563136	0.68929161	0.80159474	0.71008849	0.84684874	0.79144586	0.65135811	0.72306574	0.73670849	0.71557886	0.66766286	0.72240024	0.65368736	0.74735649	0.71740899	0.73321461	0.68945799	0.77364374	0.72339849	0.69078899	0.70226886	0.69112174	0.71191861	0.76316211	0.66516724	0.77780311	0.62923024
22	0.23725075	0.22943112	0.25721575	0.1803505	0.22260975	0.15739075	0.21745212	0.22327525	0.28134012	0.25638387	0.25372187	0.25072712	0.25671662	0.23708437	0.24473762	0.207636	0.22211062	0.25655025	0.24190925	0.25971137	0.23575337	0.23076212	0.24124375	0.2508935	0.240911	0.211629	0.23176037	0.220946
23	0.06155875	0.05473737	0.05556925	0.05407187	0.05773212	0.05939587	0.05956225	0.05007887	0.05240812	0.05956225	0.05706662	0.0525745	0.05606837	0.06089325	0.05839762	0.06105962	0.06688275	0.05091075	0.05773212	0.06754825	0.062557	0.055902	0.0578985	0.05340637	0.0565675	0.05490375	0.05573562	0.05839762
24	0.40778512	0.42159424	0.41227724	0.39830174	0.38299524	0.41227724	0.41077987	0.44688324	0.41260999	0.44971162	0.42076237	0.41627024	0.38698824	0.42342437	0.42342437	0.47433512	0.42758374	0.41460649	0.39597249	0.49563112	0.48415124	0.39281137	0.41127899	0.36835424	0.39031574	0.36635774	0.36935249	0.37035074
25	4.32558355	4.56932293	4.68944567	4.83119717	4.73020755	4.64036505	4.53638068	4.8350238	4.76947205	4.8549888	4.99723942	4.44537355	4.50859605	4.71406917	4.90174017	5.07976142	5.15363192	4.82537405	4.83951592	5.25012941	4.9142183	4.54786055	4.59427918	4.56716005	4.52207243	4.53138943	4.33955905	4.35286905
26	0.75700624	0.76299574	0.85283824	0.84252299	0.85899411	0.83303961	0.82721649	0.81207636	0.87646349	0.84901161	0.92937073	0.78345986	0.81606936	0.89077174	0.85799586	0.87613074	0.97146361	0.88544774	0.88128836	0.88295211	0.84618324	0.79410786	0.84585049	0.79810086	0.86398536	0.76116561	0.80775061	0.77780311
27	1.86339997	1.94409184	1.94109709	1.98435459	1.96056297	2.00248947	2.08085209	2.00980997	2.15122872	2.02012522	2.21761234	2.07436347	1.87604447	2.13525672	2.05290109	2.18783121	2.12460872	2.18982771	2.21594859	2.32375959	2.14241084	1.98601834	2.05622859	1.94608834	1.97620222	2.07037047	1.88952084	2.10114984
28	1.61333835	1.6376291	1.72297947	1.6422876	1.67339972	1.57457297	1.57590397	1.58921397	1.7647396	1.66707747	1.75392522	1.4845641	1.68737522	1.68504597	1.68438047	1.6822176	1.71798822	1.77106185	1.70268172	1.77056272	1.79119322	1.64794435	1.64195485	1.76706885	1.62748022	1.56409135	1.54745385	1.63862735
29	1.66258535	1.62465185	1.62548372	1.46909123	1.53747135	1.60468685	1.75642085	1.61317197	1.70600922	1.61982697	1.96505509	1.6615871	1.5890476	1.82829485	1.72846985	1.7141616	1.82696385	1.73928422	1.78170985	1.99600084	1.7001861	1.56558872	1.62198985	1.56825072	1.59287422	1.67473072	1.66275172	1.61350472
30	0.0805255	0.0858495	0.08751325	0.08169012	0.08601587	0.085184	0.09267087	0.08468487	0.08218925	0.09167262	0.087846	0.08152375	0.078529	0.1004905	0.08817875	0.086515	0.09599837	0.08468487	0.09000887	0.1058145	0.09317	0.08684775	0.09333637	0.09200537	0.08352025	0.0725395	0.081191	0.0898425
31	0.30596362	0.304799	0.36685687	0.32293387	0.36120012	0.2894925	0.30396712	0.3028025	0.30895837	0.30662912	0.32692687	0.267531	0.31311774	0.31394962	0.33058712	0.30163787	0.30895837	0.32043824	0.2948165	0.36319662	0.32892337	0.29182175	0.31910724	0.33940499	0.30396712	0.27784625	0.29115625	0.32526312
32	2.25205196	2.25953884	2.16004659	2.23375071	2.16886446	2.13875059	2.24855809	2.22426734	2.35171059	2.31460896	2.53588771	2.06105347	2.28832171	2.30861946	2.33440759	2.32425871	2.51825196	2.33091371	2.46833946	2.59445171	2.26819034	2.37699959	2.20912721	1.87055409	2.12377684	2.28233221	2.05023909	2.19598359
33	2.66965321	2.8353627	2.65501221	2.66765671	2.58363733	2.60643071	2.89608958	3.0483227	2.84650983	3.14565207	3.17510045	2.85965345	2.74984596	3.14731582	2.98410195	3.01787608	3.13267482	2.96413695	3.11537182	3.04732445	3.11803382	3.06911958	2.71823471	2.50710483	2.66632571	2.88893545	2.71324346	2.76016121
34	1.22169161	1.27409973	1.21453748	1.34181435	1.22352173	1.25779498	1.29539573	1.34630648	1.2609561	1.46027335	1.4845641	1.28923985	1.27925735	1.40121023	1.45029085	1.49687585	1.5724101	1.3241786	1.33332923	1.51867098	1.40719973	1.44047473	1.30870573	1.2696076	1.29722585	1.22818023	1.13817136	1.32118385
35	0.35338049	0.34190062	0.35471149	0.33225087	0.36120012	0.34073599	0.31078849	0.28583225	0.34273249	0.34256612	0.32509674	0.36968524	0.31278499	0.33707574	0.32476399	0.36203199	0.36868699	0.32792512	0.33341549	0.38765374	0.38549087	0.33591112	0.33973774	0.32160287	0.34589362	0.30396712	0.32958887	0.32426487
36	0.99808361	1.01056173	0.97063173	1.00623598	0.99292598	0.93735673	0.89077174	1.02703286	0.93086811	1.15347786	0.92770698	1.02237436	0.93169998	1.06546548	1.00606961	1.05980873	1.12802248	0.98926573	0.94700648	1.14099973	1.09923961	1.09042173	1.00673511	1.01921323	0.99675261	0.91273324	0.85832861	0.99259323
37	2.09100097	2.05589584	2.26203446	1.91497622	2.04341772	1.84892534	2.02794484	2.10081709	1.97071184	2.31244609	2.10314634	2.14657022	1.98036159	2.23641271	2.00398684	2.34522196	2.38032709	2.10198172	2.06155259	2.47832196	2.28582609	2.19465259	2.01197284	2.06970497	1.98635109	1.82762935	1.78420547	1.96605334
38	1.30787385	1.29522935	1.27659535	1.27859185	1.22069336	1.16113111	1.18891573	1.26145523	1.19274236	1.3221821	1.3434781	1.3481366	1.18625373	1.39355698	1.24664785	1.43165685	1.41385473	1.26178798	1.26245348	1.45029085	1.42084248	1.27543073	1.2775936	1.19324148	1.21170911	1.20904711	1.09408198	1.19390698
39	0.59096399	0.55752262	0.65867861	0.36336299	0.59528974	0.41161174	0.53722487	0.51160312	0.54387987	0.66882749	0.61242637	0.53256637	0.55669074	0.57000074	0.56035099	0.54171699	0.58530724	0.55036849	0.55552612	0.62740011	0.57698849	0.57183087	0.55602524	0.58946662	0.56783787	0.50478174	0.52208474	0.52574499
40	0.88744424	0.89426561	0.99359148	0.57915137	0.89792586	0.57798674	0.85799586	0.91190136	0.85816224	1.02120973	1.00706786	0.94151611	0.87330236	0.93436198	0.84601686	0.91223411	0.99492248	0.92687511	0.93818861	0.94351261	0.85416924	0.90158611	0.89393286	0.95732173	0.90990486	0.78761924	0.78778561	0.84851249
41	0.68496586	0.68812699	0.69145449	0.71973824	0.67015849	0.76848611	0.69677849	0.66683099	0.70426536	0.72173474	0.75584161	0.61425649	0.74685736	0.70326711	0.70842474	0.71541249	0.77497474	0.70992211	0.70526361	0.73204999	0.66383624	0.74852111	0.70842474	0.62690099	0.74569274	0.58131424	0.58830199	0.57732124
42	2.65983708	2.70875133	2.86630845	2.53106283	2.69976708	2.73204383	2.57498583	3.01587958	2.94067808	3.13383945	2.88960095	2.83519633	2.9664662	2.84185133	2.95348895	2.72256046	2.74751671	2.81489858	2.84750808	3.00939095	2.98343645	2.57847971	2.77380395	2.9172192	2.56284046	2.39696459	2.48148308	2.56849721
43	0.66599911	0.62190974	0.66050874	0.70143699	0.67049124	0.68247024	0.66999211	0.63322324	0.65052624	0.64187474	0.67498336	0.70859111	0.69944049	0.63089399	0.69295186	0.61375737	0.62906386	0.67548249	0.68962436	0.66366986	0.66416899	0.66649824	0.72140199	0.65352099	0.63538611	0.68546499	0.59911637	0.72190111
44	1.38457273	1.21853048	1.3188546	1.38390723	1.4406411	1.50219985	1.28774248	1.16712061	1.25280373	1.32401223	1.19224323	1.2889071	1.31802273	1.17494023	1.25879323	1.17510661	1.18974761	1.17211186	1.21786498	1.20322398	1.32650785	1.2569631	1.26661285	1.3228476	1.37841685	1.37176185	1.44746248	1.3947216
45	0.33873949	0.34223337	0.34289887	0.33241724	0.31777624	0.32975524	0.36186562	0.40196199	0.38199699	0.40312662	0.39929999	0.35670799	0.37733849	0.38116512	0.39048212	0.39281137	0.37667299	0.34140149	0.36136649	0.39580612	0.36552587	0.34955387	0.35437874	0.34888837	0.32842424	0.35021937	0.29864312	0.38798649
46	0.49729487	0.48498312	0.50295162	0.47849449	0.47749624	0.47167312	0.50178699	0.54986937	0.47732987	0.52358212	0.50361712	0.50927387	0.53489562	0.50278524	0.55452787	0.50228612	0.48331937	0.49829312	0.52374849	0.50661187	0.50361712	0.49130537	0.48598137	0.46651549	0.46335437	0.50428262	0.41943137	0.53755762
47	0.1470755	0.10415075	0.10481625	0.10165512	0.11895812	0.1071455	0.11729437	0.13559562	0.11429962	0.12195287	0.105149	0.0911735	0.099825	0.10897562	0.10098962	0.10431712	0.137093	0.10764462	0.12028912	0.0818565	0.08934337	0.12095462	0.1004905	0.09416825	0.10015775	0.10631362	0.0951665	0.11795987
48	0.06754825	0.05606837	0.0592295	0.05623475	0.061226	0.05490375	0.0565675	0.06422075	0.06172512	0.06338887	0.0539055	0.05889675	0.05573562	0.05540287	0.0512435	0.06422075	0.0565675	0.06222425	0.05823125	0.06072687	0.04708412	0.057233	0.0552365	0.061226	0.05690025	0.06222425	0.05756575	0.0578985
49	1.13367923	0.93885411	1.04001011	1.18475636	0.95416061	0.99492248	0.95133223	1.24614873	1.10755836	1.17660398	0.98760198	1.16895073	1.14099973	0.99542161	1.00157748	1.10123611	1.17843411	1.10073698	1.13617486	1.2303431	1.02803111	1.03917823	1.05132361	1.00540411	0.99159498	1.19856548	1.11537798	1.26145523
50	0.16720687	0.15672525	0.17319637	0.16338025	0.16138375	0.15822262	0.1537305	0.18817012	0.16887062	0.16654137	0.14408075	0.15289862	0.15123487	0.16654137	0.131769	0.15406325	0.15389687	0.16953612	0.14790737	0.18683912	0.11729437	0.16338025	0.14873925	0.17186537	0.15805625	0.17303	0.12960612	0.14990387
51	14.87858326	14.12590277	14.61953739	15.21599175	15.03098276	14.62136751	14.17198864	14.31340739	14.03106902	13.62677778	13.62677778	14.23820589	13.69083215	14.0126014	13.8781704	13.52345891	13.53959728	14.39626214	14.04421265	12.87010429	13.6106394	14.06866977	14.91269013	14.06351215	15.14744525	14.83582488	14.56413451	14.81818913
52	0.270193	0.26653275	0.23841537	0.27368687	0.26669912	0.24606862	0.25704937	0.24789875	0.26719825	0.28067462	0.2988095	0.24457125	0.29697937	0.25937862	0.27767987	0.25139262	0.23791625	0.29248725	0.30929112	0.24057825	0.28050825	0.24590225	0.31394962	0.30063962	0.28999162	0.2642035	0.29581475	0.2961475
53	1.22784748	1.2469806	1.17693673	1.20488773	1.10789111	1.19407336	1.25995785	1.15680536	1.12519411	1.31985285	1.34996673	1.33782135	1.21570211	1.35163048	1.33249735	1.38856573	1.38706835	1.2962276	1.27676173	1.3121996	1.3488021	1.2869106	1.21137636	1.2310086	1.20488773	1.16978261	1.04649873	1.27409973
54	0.58930024	0.57582387	0.55236499	0.56750512	0.59096399	0.56035099	0.53040349	0.61009712	0.58297799	0.66782924	0.59628799	0.67065761	0.58048237	0.63272411	0.67232136	0.65817949	0.56534224	0.56168199	0.59495699	0.64303936	0.62956299	0.57565749	0.57299549	0.65601661	0.54071874	0.54105149	0.51659437	0.60211112
55	0.96181386	0.97512386	0.92288211	0.99625348	1.00839886	1.02719923	1.02570186	0.93319736	0.93818861	1.12003648	1.01339011	0.98826748	0.99242686	1.06862661	1.04233936	1.02120973	1.09574573	1.00440586	1.06230436	1.05598211	1.06097336	0.97944961	0.92371398	1.00374036	1.00523773	0.96514136	0.90691011	1.00956348
56	0.08418575	0.083853	0.07936087	0.07686525	0.07836262	0.07270587	0.0765325	0.09616475	0.07220675	0.09566562	0.1031525	0.08019275	0.08085825	0.085184	0.08218925	0.0871805	0.08418575	0.08485125	0.09549925	0.07636612	0.08551675	0.08535037	0.085184	0.0831875	0.074536	0.07902812	0.07403687	0.08501762
57	28.07145504	26.62016594	27.77480842	27.83570167	28.29805779	26.20206557	26.51701344	29.1856684	26.61650569	25.85550645	24.69021597	27.6744843	28.00257579	26.42118145	25.94118958	26.92596319	26.02986745	26.51335319	24.4125361	27.64636693	25.11280847	27.99625354	27.92238305	26.94692644	27.6278993	27.38915118	27.06172519	28.68571153
58	0.14923837	0.14191787	0.1390895	0.14141875	0.1364275	0.12927337	0.143748	0.15456237	0.12894062	0.1657095	0.13210175	0.15256587	0.15472875	0.14141875	0.13476375	0.14990387	0.13559562	0.13526287	0.14740825	0.16737325	0.12428212	0.13925587	0.14757462	0.15339775	0.13226812	0.14524537	0.12877425	0.14025412
59	5.59219641	5.68603191	5.66140841	5.44761654	5.69468341	5.89982378	5.50834341	5.64427178	5.35028716	5.12917479	5.45443791	5.80948216	5.67172366	5.43463929	5.14797517	5.15429742	5.33631166	5.52797566	5.42399129	5.48787929	5.32998941	5.42282666	5.56541003	5.55692491	5.50401766	5.97469253	5.67189003	5.64094428
60	3.00356783	2.72705258	2.93219295	3.1015627	3.0509847	2.8380247	2.93485495	3.3065367	2.9844347	2.73836608	2.81722783	3.01005645	2.93269208	3.02153633	2.7688127	2.84101945	2.91073058	3.03917208	3.0117202	3.07045058	2.89708783	2.8426832	3.09141382	2.9551527	2.98360283	3.28707082	3.22085357	3.1155382
61	0.22460625	0.24839787	0.23009662	0.240911	0.25538562	0.25239087	0.23508787	0.24706687	0.22859925	0.20796875	0.21612112	0.22194425	0.24057825	0.25272362	0.22876562	0.23042937	0.22926475	0.23375687	0.2202805	0.19549062	0.22876562	0.23408962	0.243573	0.2256045	0.24706687	0.23059575	0.24174287	0.25338912
62	3.53247394	3.41384857	3.53912894	3.82296469	3.64710632	3.59902394	3.51700107	3.49836707	3.61067019	3.50751769	3.53230757	3.88136231	3.79102069	3.63695744	3.55343719	3.59037244	3.67572282	3.82679131	3.72496981	3.52199232	3.56774544	3.41917257	3.82013631	3.39654557	3.68071407	3.80050406	3.85008381	3.53896257
63	1.27992285	1.24731335	1.16595598	1.21453748	1.17560573	1.20605236	1.17577211	1.33449385	1.15397698	1.05531661	1.03801361	1.12552686	1.10805748	1.29589485	1.13234823	1.13900323	1.20189298	1.18192798	1.11554436	1.14565823	1.10639373	1.25729585	1.19307511	1.22718198	1.24980898	1.15015036	1.11754086	1.18642011
64	12.74299379	13.36623453	12.81952629	13.19886129	13.33894903	13.30733778	13.32530628	12.65082204	12.88807279	13.06559491	12.3916098	14.13022852	12.68509529	13.44576178	13.63176903	12.78292379	13.09088391	13.86003552	13.12299429	13.31648841	13.65090215	12.53752067	13.27406278	14.50856526	13.25626066	13.45507878	13.43195266	12.88125142
65	5.91213553	5.36259891	5.72962216	6.49344977	6.00397453	5.74043653	5.57156591	5.9509009	6.03109365	6.1884844	5.34130291	6.40027977	5.83177641	5.72679378	5.64759928	5.92661015	6.3808139	6.06353678	6.01911465	5.80132978	6.03492028	5.49819454	5.85423703	5.67421928	5.81613716	6.32657565	6.45634815	6.59826602
66	2.28166671	2.25454759	2.22060709	2.47599271	2.39380346	2.34289271	2.24040571	2.18134259	2.52673708	2.24007296	2.41260384	2.32093121	2.37150921	2.57714871	2.41809421	2.55768283	2.62206996	2.76082671	2.57215746	2.49462671	2.53854971	2.44005571	2.35220971	2.29214834	2.56533608	2.31743734	2.39080871	2.27168421
67	0.30729462	0.282172	0.31128762	0.30579725	0.31012299	0.2974785	0.304799	0.28200562	0.29531562	0.27069212	0.29914225	0.32775874	0.31860812	0.31494787	0.28167287	0.256883	0.28067462	0.31211949	0.28233837	0.29914225	0.29132262	0.2868305	0.30862562	0.29564837	0.33141899	0.32626137	0.32210199	0.31594612
68	0.83220774	0.83470336	0.89692761	0.91456336	0.87230411	0.83586799	0.88328486	0.85733036	0.96464223	0.82688374	0.92338123	0.89027261	0.89726036	0.94550911	0.91805724	0.86930936	0.92071924	0.88062286	0.91306599	0.89892411	0.89992236	0.81224274	0.88395036	0.80309211	0.89925686	0.82222524	0.86082424	0.84634961
69	2.31743734	2.31094871	2.34805034	2.33657046	2.34838309	2.38265634	2.23890834	2.28166671	2.26918859	2.09233197	2.25371571	2.29364571	2.35969659	2.32176309	2.08268222	2.23225334	2.24889084	2.25887334	2.23142146	2.23474896	2.29081734	2.18516921	2.30712209	2.27534446	2.51675458	2.31044959	2.28333046	2.24439871
70	0.48115649	0.49812674	0.46285524	0.52341574	0.52141924	0.49130537	0.50162062	0.50511449	0.47366962	0.45736487	0.45220724	0.52191837	0.50894112	0.52774149	0.50860837	0.49413374	0.49513199	0.47899362	0.45902862	0.47283774	0.54188337	0.45969412	0.50295162	0.49796037	0.52191837	0.52857337	0.52241749	0.52092012
71	0.18267975	0.166375	0.185009	0.17852037	0.16454487	0.16454487	0.18201425	0.18817012	0.16288112	0.163713	0.17652387	0.16121737	0.15972	0.1816815	0.16887062	0.179685	0.19682162	0.16021912	0.15805625	0.1909985	0.17535925	0.19049937	0.18584087	0.16487762	0.17452737	0.16387937	0.16254837	0.177023
72	5.49104041	5.50984079	5.43547116	5.58570778	5.67638216	5.66373766	5.75773953	5.47906141	5.30969166	5.26343941	5.40535729	5.53646079	5.53496341	5.55026991	5.30669691	5.23282641	5.31667941	5.60184616	5.43097904	5.26194204	5.47257279	5.40901754	5.48222254	5.47956054	5.61199503	5.66041016	5.48704741	5.50318579
73	1.83245422	1.94991497	1.88369772	1.91830372	1.91880284	1.97553672	1.96871534	1.82812847	1.87221784	1.78720022	1.88070297	1.93460847	1.84959084	1.80234035	1.85075547	1.79684997	1.81565035	1.86240172	1.83910922	1.7926906	1.76290947	1.97586947	1.89767322	1.8299586	1.94026522	1.95473984	1.92379409	1.89667497
74	0.22643637	0.23508787	0.2136255	0.24523675	0.22660275	0.21212812	0.236918	0.22127875	0.22726825	0.22876562	0.243573	0.30130512	0.248897	0.2522245	0.23725075	0.22627	0.235587	0.23076212	0.23475512	0.22077962	0.2083015	0.23076212	0.21845037	0.2681965	0.21345912	0.22909837	0.22943112	0.22593725
75	0.32093737	0.30130512	0.30313525	0.31461512	0.32676049	0.32176924	0.30246975	0.32759237	0.30180425	0.29381825	0.35155037	0.32310024	0.33408099	0.29498287	0.33458012	0.31894087	0.31727712	0.33374824	0.31577974	0.31910724	0.29165537	0.31295137	0.31494787	0.30762737	0.32376574	0.31028937	0.298144	0.300806
76	0.54171699	0.54437899	0.51160312	0.56700599	0.55818812	0.54304799	0.55569249	0.60028099	0.46568362	0.50494812	0.47017574	0.59013212	0.55303049	0.57432649	0.51825812	0.52225112	0.53289912	0.53905499	0.42558724	0.50594637	0.50245249	0.54770649	0.55569249	0.55785537	0.53739124	0.53522837	0.50444899	0.52957162
77	1.13367923	1.10872298	1.10223436	1.09691036	1.15863548	1.14865298	1.11803998	1.16163023	1.10589461	1.04250573	1.07478248	1.08210298	1.09042173	1.14782111	1.06945848	1.09458111	1.11737448	1.10739198	1.09890686	1.04899436	1.07261961	1.10073698	1.13301373	1.13783861	1.14050061	1.16063198	1.12918711	1.14549186
78	1.37725223	1.4333206	1.40553598	1.36976535	1.45311923	1.49238373	1.4413066	1.4739161	1.34763748	1.28973898	1.35495798	1.47374973	1.34031698	1.4506236	1.36360948	1.37159548	1.36294398	1.42084248	1.35462523	1.43015948	1.30271623	1.50036973	1.44346948	1.4486271	1.4526201	1.46959035	1.55743635	1.43781273
79	0.08102462	0.08302112	0.0765325	0.082522	0.08950975	0.0898425	0.08019275	0.08035912	0.08535037	0.07952725	0.08019275	0.1058145	0.08684775	0.08268837	0.070543	0.07470237	0.07869537	0.08601587	0.08169012	0.089177	0.0725395	0.07237312	0.081191	0.078529	0.08551675	0.08801237	0.08135737	0.08401937
80	1.38723473	1.35529073	1.41169185	1.4053696	1.45478298	1.41651673	1.3913941	1.38324173	1.35063223	1.23666535	1.30654285	1.4799056	1.40686698	1.42550098	1.32634148	1.32118385	1.31702448	1.33033448	1.28724335	1.45029085	1.39705085	1.40719973	1.40237485	1.43298785	1.49471298	1.44895985	1.44912623	1.40753248
